PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
534,0,3,"Dgjdwee, Mrs. Jrkeo",female,36.60773479645859,0,1,582974,11.73338207572316,,S
535,0,3,"Mesibpn, Miss. Tehgh",female,15.368063317195425,0,0,204381,21.146305933544486,,S
536,0,3,"Hfpfrcl, Mr. Fcrmf",male,24.073390678384605,0,1,689959,2.8155014612847755,,S
537,0,3,"Eodegcd, Mrs. Fgkip",female,36.949374740530345,0,4,731884,11.429658323610452,,S
538,0,2,"Ijkaoht, Mr. Begrh",male,37.99293816493865,0,0,912879,15.764850553667255,,C
539,1,3,"Ofpgobh, Mrs. Jeggi",female,19.40435227066105,1,4,235105,4.601102226270652,,Q
540,1,1,"Rmdwjwp, Rev. Fwmph",male,37.26040793595323,0,0,PC 65852,76.98205856854487,,S
541,0,3,"Pdfhimr, Mr. Hkeph",male,28.730298289537735,2,0,120497,2.778193824861123,G,S
542,0,3,"Kijkchr, Mr. Ifjeg",male,6.055897577164128,0,0,179714,5.471012952758687,,Q
543,0,1,"Enkcrlc, Mrs. Pomss",female,26.5563874432971,0,0,PC 82082,26.727720214789407,,S
544,1,3,"Hbtjeki, Mr. Bdswn",male,39.14738079084001,1,1,864227,19.229979179931142,,S
545,0,3,"Eoiddwg, Mr. Eoniw",male,32.16110375562219,0,0,243954,20.32434188584026,D,S
546,0,2,"Mbwkefc, Mr. Rsgtj",male,53.523693940741886,1,0,772305,14.516367418151805,,S
547,0,1,"Sldkfts, Miss. Cdgok",female,16.636983937183658,4,0,PC 97320,67.28042512160242,,S
548,0,3,"Hlogpgw, Mr. Rabti",male,21.169961024768867,1,0,349720,2.2942198403468006,,C
549,0,3,"Briajoo, Mrs. Rkdtb",female,9.715391191294607,0,0,946302,5.201994183296286,,C
550,0,3,"Bbsrihb, Mrs. Bndsi",female,29.02025554962523,0,1,773955,6.1651590537351035,,S
551,0,3,"Hdwiwtb, Mr. Lpnwb",male,,1,0,315363,8.59408034653931,,C
552,1,3,"Bmhoikc, Mrs. Khlcm",female,19.17359153632603,1,0,197847,7.876677708165459,,S
553,0,3,"Ltsmkaf, Mr. Oiwkg",male,,0,0,295110,9.201984014277022,F,S
554,0,3,"Ahnpdsn, Miss. Mmtit",female,17.489385629182188,0,0,342303,6.620861812903512,,C
555,0,3,"Nohjlih, Mr. Iocds",male,26.14883000639876,0,0,458278,13.141211563474231,F,S
556,1,2,"Ptglbss, Ms. Imnei",female,18.41415949861224,0,1,528665,18.62108693131498,,S
557,1,1,"Bngihig, Mrs. Kbndg",female,33.34307754308657,0,0,PC 28639,440.7642486652513,E,S
558,1,1,"Jddkhip, Mrs. Mksrp",female,,0,0,PC 55370,82.06953082243677,,Q
559,1,3,"Fdnkbce, Miss. Icbim",female,38.13605963656332,1,0,829988,25.560832625533934,,C
560,0,3,"Dnlbhtm, Mr. Klktm",male,4.4961490342885,3,0,171918,4.933481508344788,,C
561,0,3,"Btpente, Mr. Aekkm",male,33.964874126158634,0,0,535926,20.190292297504588,,S
562,1,1,"Rocrmim, Mrs. Ilpto",female,54.305312919022,0,0,PC 64051,28.18210846549757,,C
563,1,1,"Pnprwkm, Mr. Nhtcs",male,47.39037324330285,0,0,PC 70639,83.5015411922982,E,S
564,1,1,"Ngjbjch, Mr. Dneda",male,33.90836333337523,5,1,PC 13159,101.24800691171801,,Q
565,1,2,"Cnnpewo, Mrs. Nsiid",female,32.40253393236661,5,0,957624,30.233537525299592,,S
566,0,3,"Dpfeani, Miss. Igmhl",female,32.55977008417042,3,0,429132,8.229949399398034,F,S
567,1,2,"Ngdadnp, Miss. Ophte",female,35.09171800299853,1,0,732027,10.197545151284853,G,S
568,0,2,"Fmahpeg, Mr. Gjjdl",male,50.26437490347256,0,0,380850,11.071704301645855,,C
569,1,3,"Wisfwfj, Mrs. Cbbwj",female,29.596985884537826,1,2,503078,4.317725705614475,E,C
570,1,2,"Ntjteia, Mr. Iiclk",male,31.87646507485702,0,0,896651,32.17011675475476,,S
571,1,3,"Gwcmbcm, Mrs. Dgfof",female,,0,0,451161,5.034613354169117,F,S
572,1,3,"Rcgiedc, Mr. Tsejn",male,30.58927982188988,1,0,396680,33.74216829789297,,C
573,0,2,"Watblmn, Mrs. Ighja",female,19.729833572946013,0,1,433776,19.623315966198607,D,S
574,0,3,"Dfaidii, Miss. Ranfr",female,39.91881196575356,0,0,858849,8.22309049149983,,C
575,1,3,"Onmiond, Mr. Mrcfw",male,33.48623422060114,0,0,570607,3.7663358441087222,,Q
576,0,3,"Kldppgm, Mrs. Bptpg",female,36.7502252270768,0,0,556102,4.17441845798823,,S
577,0,1,"Sonmbth, Mr. Aenkb",male,,2,0,PC 89996,25.78710188302856,,S
578,0,3,"Rcmsage, Miss. Rownc",female,30.398802752912715,0,0,396081,8.927183273921777,,S
579,0,3,"Llsdiht, Mrs. Rjdik",female,35.783414075183764,0,0,121094,6.707780285001996,A,S
580,0,2,"Jrwprao, Major. Mbtne",male,20.57374262733569,0,2,225312,21.63952706262298,A,S
581,0,3,"Scoslma, Mrs. Edipl",female,27.393823593314956,0,0,204894,12.47743834150601,C,C
582,0,3,"Badibcf, Mrs. Tekrr",female,,0,0,870434,13.2929315178199,,S
583,0,3,"Jlhrehs, Mr. Kjcwi",male,,0,1,741406,9.43410358632636,,S
584,0,2,"Jepleab, Mr. Joftr",male,20.65291332014175,0,0,783284,17.119611519743124,,S
585,0,3,"Cidmicp, Mrs. Toaks",female,31.245854137290785,1,4,969757,5.993010301647015,,S
586,1,1,"Obwdego, Mrs. Grpsp",female,42.628027496756104,5,0,PC 10123,26.126599587726,,Q
587,1,1,"Ihgregm, Miss. Jwipc",female,60.87527456933107,0,0,PC 63149,47.59383786074723,,S
588,0,1,"Gdohpap, Mrs. Nscrt",female,62.56685762785219,0,0,PC 81445,77.047053925918,,S
589,1,1,"Ftseohf, Major. Bbhlk",male,,0,0,PC 41854,252.98815996804407,,Q
590,0,1,"Spdscpn, Miss. Llijr",female,31.109990787255963,2,0,PC 70796,512.0,A,S
591,1,1,"Kgedfbb, Major. Ifdbj",male,19.043742981022344,0,2,PC 79432,109.69109079091453,,S
592,0,3,"Ocdoscg, Mr. Mgerm",male,20.51884365980583,1,4,290040,9.247240975803896,,S
593,1,1,"Ncojjcf, Mr. Iwlea",male,47.85098262110445,2,0,PC 50834,68.27767870195672,,C
594,0,2,"Csdnfor, Mr. Tnrli",male,38.443465743170115,3,0,903543,14.307664902419882,,S
595,0,3,"Dekbbwl, Mr. Efetn",male,10.161755963839937,3,0,172575,4.160764113165467,,Q
596,0,3,"Hbtadkj, Mr. Dngop",male,33.10611997215743,0,1,210380,6.368407219766728,,C
597,0,3,"Rcsoopw, Ms. Rplpi",female,30.662348056372096,0,0,386243,6.8066221233997535,B,S
598,1,1,"Mhnaiag, Mr. Admdh",male,39.97637018168158,4,0,PC 79206,46.21071329013181,,S
599,1,1,"Ifwlpog, Mr. Moipr",male,53.658407027870275,0,0,PC 60293,67.48829813862797,,S
600,1,1,"Shkjddd, Rev. Dcsam",male,,0,0,PC 25029,74.32990435315398,,S
601,1,1,"Lsonieo, Mr. Lhmhc",male,,0,5,PC 41811,87.02965016298467,,S
602,0,2,"Chmhege, Mr. Cleiw",male,15.275371203724582,0,0,115793,21.65612361303496,A,S
603,0,1,"Ntmcdaa, Mr. Ehldi",male,37.07399401176866,2,0,PC 58106,241.7442695906767,,S
604,0,1,"Ihnoeof, Mr. Dglfw",male,28.85671674109529,0,0,PC 95662,65.56429015777822,,C
605,1,1,"Cgwriit, Miss. Idbfb",female,54.65321059731059,0,0,PC 94764,58.27344657709016,,S
606,0,3,"Oerkjra, Mr. Fsarn",male,12.476627078372358,4,0,882778,5.891647711520508,,S
607,1,1,"Wldlaac, Mr. Glhsa",male,45.81608344658115,1,0,PC 94131,75.25727780025724,B,S
608,0,2,"Fedfcrk, Mr. Mmisa",male,37.276106141348485,0,0,494188,22.753458415498557,G,S
609,0,3,"Adtaptw, Miss. Wadcj",female,,0,0,493576,10.195709915157483,,Q
610,0,3,"Ebapbdc, Mr. Sbfat",male,22.750756296269664,0,0,757992,6.936428639315256,,S
611,0,1,"Gjewwkb, Mr. Ojllw",male,53.58125142290084,0,0,PC 45958,227.74698638546985,,S
612,0,3,"Mtoarwd, Mr. Lpdbj",male,21.468339881677586,0,0,858612,8.146620539369742,,S
613,1,3,"Gcswwti, Mr. Fcbst",male,28.519299583123775,0,0,180882,2.1812532523270916,G,S
614,0,1,"Wgldepd, Mr. Lfmem",male,50.146849174685904,1,0,PC 28008,147.96412403045596,G,S
615,0,3,"Wbmklsi, Mr. Hrnlc",male,24.40954100591958,0,0,701944,12.313540858967354,,S
616,0,3,"Wmaltje, Mr. Fnsne",male,30.86900653780891,0,0,523499,12.721112572428023,,Q
617,1,1,"Rnogdrf, Mr. Lcndr",male,,0,0,PC 60908,249.01845858747066,,C
618,0,2,"Likcgcp, Mr. Olkrh",male,36.9042558296999,0,2,763178,11.318871899624732,,S
619,0,3,"Siidegg, Mrs. Gwojl",female,13.86494440658024,1,0,563871,10.586350441536434,,S
620,0,3,"Rremcrk, Miss. Kslpd",female,17.911905257381775,0,0,130579,3.648626358196869,C,S
621,1,1,"Epgmmor, Mrs. Sriwg",female,51.336377525084686,0,1,PC 65178,50.37966196600885,,S
622,1,1,"Gkrotko, Mrs. Tjbnc",female,44.63170391425118,0,0,PC 67584,139.04913807242932,F,S
623,0,2,"Mswronp, Mr. Oiete",male,,4,2,296092,23.03570524338639,,S
624,0,3,"Iamcfrh, Mr. Wnsfh",male,,0,0,604473,19.282250341778486,,S
625,0,3,"Ernsdwb, Mr. Pajsn",male,11.277286482813995,0,1,737492,4.736453126864237,,S
626,1,2,"Rsamtpj, Mrs. Gmtfw",female,23.48219946831836,0,1,719661,34.461790287081385,,S
627,1,3,"Lcgnggn, Mrs. Nikch",female,,2,4,614879,7.539366296439083,,S
628,0,3,"Cjtgwcl, Mr. Ekamr",male,9.865457777772288,0,2,756335,4.36231826269563,,C
629,0,1,"Ewbttdw, Mrs. Jloft",female,22.55544139768474,0,2,PC 73479,37.87656538748022,D,S
630,0,2,"Osppjak, Mr. Dkcew",male,31.42229878726076,0,0,378409,32.65149811942821,C,S
631,0,3,"Gcnicfw, Miss. Ogfoo",female,,0,0,949950,4.583288041606805,,C
632,0,3,"Rrfoamp, Mr. Ildpe",male,42.60485962051978,1,0,497534,9.914037125771891,,S
633,0,3,"Lkbadig, Mr. Tbllh",male,36.671411712492905,1,0,528297,7.756183814113077,,C
634,1,3,"Mfroghb, Mr. Jwnae",male,23.673572835907816,0,3,289721,8.709185329850058,F,S
635,0,1,"Lngbrks, Mr. Gwpti",male,13.653081164537927,0,0,PC 53069,196.88802678142355,,S
636,0,2,"Ijwdtjr, Mr. Cnotj",male,,0,2,606568,18.746733777501476,F,S
637,0,3,"Pgjpaif, Mr. Akmaa",male,38.085816698891676,0,1,309742,4.996044713929928,,S
638,1,2,"Wdwpkok, Mrs. Ojpmt",female,26.203888908330665,0,0,467112,12.571883596273908,,C
639,0,2,"Jelhlpb, Mr. Kcrem",male,24.09756345584723,0,0,998118,37.512505368664684,,C
640,0,2,"Frbhnfi, Mr. Srblr",male,42.873099898167375,0,0,176377,13.604166250737267,,C
641,1,1,"Wodcnit, Mr. Ginid",male,42.647195793336095,0,0,PC 22427,56.64416856072786,,S
642,1,2,"Jochskg, Miss. Spcbb",female,,5,0,533467,33.813747614754504,E,S
643,0,1,"Sddmawe, Rev. Gbfen",male,44.00306895914214,1,3,PC 35165,37.43408470871391,,S
644,1,2,"Bgiljtm, Mr. Tmgjc",male,22.65523515658301,3,1,745647,17.005644783114167,,S
645,0,1,"Rjamjlb, Mr. Ochft",male,35.669432204706794,0,0,PC 74927,54.20819590900436,,Q
646,1,3,"Igppmjs, Mr. Aawoa",male,,4,0,435314,5.549864763616154,,S
647,0,3,"Icplroc, Miss. Mkojj",female,4.331879717562568,0,0,962582,7.9299691446764164,,S
648,1,3,"Mepdewt, Mr. Mfitg",male,1.8005191400131224,0,0,387010,20.728023989427946,,S
649,0,3,"Bkemwro, Mr. Darip",male,37.82973116723096,1,0,896714,10.201720777748037,F,C
650,1,3,"Oohtngn, Mrs. Lfwms",female,15.718750097588082,0,0,251391,6.839993151240007,,Q
651,1,1,"Apmsjsr, Mr. Odarw",male,54.694951826440594,0,0,PC 46726,33.51674809593925,,S
652,0,3,"Nkmrcae, Mr. Inmww",male,23.62339451050505,0,0,639700,8.088087952021178,,S
653,1,3,"Prelofm, Major. Meelb",male,,0,2,595379,19.29460255153109,,S
654,0,3,"Smkmmln, Miss. Riprw",female,35.217726850668384,0,0,566802,4.936952430767176,,S
655,0,2,"Lnicfca, Mr. Inaid",male,22.00256021569711,0,0,748423,27.5965479495617,,Q
656,1,1,"Jmwdtak, Mrs. Cnwbl",female,42.318301516641206,1,0,PC 34583,45.76259094761295,,S
657,0,2,"Repntfc, Mr. Ttlcs",male,34.42850377335784,0,0,314649,10.994007950549621,F,S
658,0,2,"Pproiew, Mr. Lwkga",male,45.63962207867702,0,0,424066,12.241949225678376,,S
659,0,3,"Mgksalc, Mr. Agkwm",male,13.492285077586626,0,0,368329,3.492850344508506,,S
660,1,3,"Wmkftom, Mrs. Adfek",female,35.47502016799944,0,0,448492,13.743852728320354,,C
661,0,2,"Shnebkc, Mr. Mfwlr",male,24.458508763206474,5,0,191368,11.031303048811166,,S
662,1,3,"Rrjhgns, Miss. Ppimj",female,,0,0,287461,7.862739506970142,,S
663,0,3,"Smrpkig, Mrs. Snjai",female,,0,0,882190,7.029111942241908,D,Q
664,0,1,"Nkdtmat, Mr. Aijps",male,31.520580391246845,0,0,PC 27423,79.7063594270264,A,S
665,0,1,"Gacaroe, Mr. Okejs",male,29.422274957713483,1,0,PC 61268,131.32441083330957,C,C
666,0,1,"Aajcmfk, Mr. Ltnct",male,,1,1,PC 51644,151.4136181175498,,S
667,0,2,"Netewwb, Mr. Pihce",male,25.223662371667398,0,1,792146,54.85787752484849,,S
668,1,1,"Glsktdt, Mrs. Gasjf",female,27.343390612597343,0,0,PC 85525,114.0435623199394,,S
669,1,1,"Imsfcjj, Mrs. Tbihn",female,,0,0,PC 93744,89.96807385436549,F,S
670,1,2,"Hswrfja, Mr. Ilhir",male,25.44076421989455,0,0,218222,31.415592604851962,,S
671,0,1,"Giepbcc, Mr. Aiwcf",male,,0,6,PC 98590,85.12763239411937,,S
672,0,3,"Jkkhihl, Miss. Jcond",female,14.87918141851555,1,0,523693,7.2337982566232375,,S
673,0,1,"Hsocnom, Mr. Otwfe",male,,0,0,PC 13571,26.87664828497429,,S
674,0,3,"Jctieng, Miss. Irtdw",female,25.933119039892965,2,0,643864,7.7145573237488785,,S
675,0,2,"Wfnlslg, Mr. Hbngc",male,32.750804947650586,0,0,481785,26.953420915794215,,C
676,1,3,"Sgampet, Miss. Ikdnl",female,35.304262137587514,0,0,555919,4.673094472587324,,S
677,0,1,"Tkphokg, Dr. Ilsjr",male,11.146605592946905,1,0,PC 19680,41.73819216725388,,S
678,0,2,"Mnrwaew, Mr. Ismat",male,18.81749495950752,0,0,781066,30.72396781999854,F,C
679,1,3,"Ickopgg, Mr. Smlod",male,18.92076630069022,0,2,310926,14.506372922755116,,S
680,1,3,"Ltoshff, Dr. Rmiiw",male,14.808046170047103,0,0,317267,10.33132900621911,,S
681,0,3,"Fpefdnc, Rev. Cbewl",male,21.582896458119777,0,0,477186,7.542797980249643,C,S
682,1,2,"Kteecbc, Miss. Fwdmh",female,,0,0,825925,13.827802190912664,,S
683,1,1,"Bwlganj, Mrs. Cokpm",female,21.680597735958692,0,0,PC 58436,38.93529017409394,,S
684,0,3,"Mocoajs, Mr. Kwofs",male,38.98392901362594,0,0,758134,10.501493836325976,E,Q
685,0,3,"Erodmrm, Mr. Hleah",male,21.95075855157335,0,1,248044,11.281952778806836,,C
686,0,3,"Sjekacr, Major. Bdblt",male,17.045119932641622,1,0,245120,4.877339365074645,,S
687,0,3,"Hfpchee, Mr. Nopdt",male,25.336945288575887,1,1,198908,5.591055451140628,,S
688,0,2,"Hahwkgp, Mr. Agkjc",male,34.69840180903574,0,0,470868,34.59564715360016,B,S
689,0,3,"Metoaem, Mr. Jrcgk",male,10.757425244871143,1,0,337741,12.439465046252632,,C
690,1,1,"Wcttbrp, Mr. Eajsh",male,32.48677384179091,1,1,PC 90225,41.59214195758297,E,S
691,1,2,"Bdsbfcc, Mr. Pewcc",male,17.93414570237234,0,0,444417,64.13733841095217,,S
692,0,2,"Httleen, Mr. Crngf",male,30.945420156242736,0,0,226170,13.082616890978228,D,S
693,0,3,"Gshknsm, Mr. Pdhce",male,33.70634047645582,0,0,574766,8.99064355936544,,S
694,0,2,"Peppoia, Mrs. Akgjb",female,,2,0,580570,27.798102840327495,A,S
695,0,1,"Psldpkg, Mr. Kefho",male,53.812630250815246,0,0,PC 86680,58.7660584909316,B,S
696,1,3,"Dkdljns, Mrs. Rojdr",female,24.860075729334213,0,0,982969,8.31674540544868,G,C
697,0,2,"Dmhhmjm, Mr. Bmnck",male,20.514359890325352,1,0,681890,27.372860732029924,,S
698,0,3,"Feeicwe, Mr. Rfbrl",male,19.470699835220167,0,0,952835,9.69634931712687,,S
699,1,1,"Eoikmsr, Mrs. Lgjhr",female,55.133944780032195,0,0,PC 37182,124.19328283102526,F,C
700,1,3,"Wnefodj, Mrs. Jekob",female,31.567632097323685,0,1,966308,3.5437136238000613,,S
701,1,3,"Fhphpfr, Mrs. Tijdd",female,41.36898324958021,0,1,409203,5.163855287354121,,S
702,0,1,"Lfghcrh, Mr. Tsrrl",male,,1,0,PC 18787,80.90662667522537,,S
703,0,2,"Itgrhhc, Mr. Kwspm",male,32.87921006978691,1,2,613668,26.010437631292213,E,S
704,0,1,"Emkehrk, Miss. Lodgk",female,36.95358164589767,0,0,PC 10393,378.7417837054496,,S
705,0,1,"Aaidino, Mr. Jearr",male,1.0,0,2,PC 71775,124.02230359621974,,C
706,1,3,"Jcitppr, Mr. Mniid",male,25.120215081992857,1,0,814814,12.518292883637345,,Q
707,0,2,"Pjioewb, Mr. Tookh",male,,0,0,243128,27.29962993359907,,S
708,0,3,"Jmkobfk, Mr. Speat",male,23.699142485502602,0,1,554699,16.815651698040107,,S
709,1,2,"Mhlllbj, Miss. Ldncr",female,43.62206470904704,0,0,521645,16.65795179124446,,S
710,0,3,"Bfcwtmr, Mr. Adnps",male,21.21879596777577,0,0,670197,2.5887931032926437,F,S
711,0,3,"Hnbmjhg, Dr. Kpksb",male,36.117782501262596,0,1,415050,6.07510856941511,,S
712,0,3,"Agsaagr, Mr. Tobet",male,27.74395633764063,0,1,983867,1.8037235927224686,G,S
713,0,3,"Lbsdjkf, Mr. Wlwom",male,,0,2,448434,2.680754769451005,,S
714,0,2,"Fsmcjdo, Mr. Wmefd",male,9.805438619931692,0,0,930821,18.79707294426611,B,S
715,0,2,"Gscobom, Mr. Ojlhc",male,52.69632736975704,0,0,383049,18.511995587296166,,S
716,1,3,"Ihkakso, Mr. Jhppb",male,46.979467415900636,0,0,844979,9.604100921640851,,S
717,1,3,"Tpfktts, Miss. Iaglj",female,16.200818878163755,0,0,809090,11.950183964724367,,S
718,0,3,"Fmmlbwl, Mr. Pnhhb",male,16.96235970308966,0,0,681845,10.641377193587045,A,Q
719,1,1,"Johdegf, Mr. Gfdie",male,20.734236431843726,0,0,PC 96113,105.83829027874725,,S
720,1,3,"Ckjrmbm, Miss. Jocsn",female,38.78135147840469,0,0,857624,7.901986873347656,,C
721,1,3,"Paiptos, Miss. Pjlwm",female,9.958508641298506,0,0,297271,6.831005062067008,,C
722,1,1,"Pmllbmc, Mr. Lncdf",male,50.09308554397526,1,1,PC 57301,100.2504124858439,B,C
723,0,1,"Mbotpko, Major. Btiwa",male,25.507444537361746,2,5,PC 94752,50.51270985135681,,S
724,0,3,"Iirhoie, Mr. Ftekd",male,37.43818700205321,0,0,540475,10.126010282000715,,Q
725,1,3,"Idgghai, Miss. Wsici",female,18.23580805202026,0,1,830161,1.8254541393923736,,S
726,0,3,"Ashhotj, Mrs. Lfmet",female,,0,0,891006,3.650844648914362,C,S
727,0,1,"Cihjmsm, Mrs. Klppw",female,25.278895859619865,0,4,PC 98291,181.77107413804484,,S
728,1,3,"Lnfigfa, Mr. Mphtj",male,52.28729246412641,0,0,882262,4.947780241488204,E,S
729,1,1,"Elcifbb, Mrs. Flrek",female,44.18780408953043,0,1,PC 66776,314.99340232959594,,S
730,1,1,"Nwddkse, Mr. Hbipo",male,31.974603330441774,0,2,PC 98212,95.78125300150393,,S
731,0,1,"Cwotmpl, Mr. Okrpo",male,43.32534027502836,0,2,PC 97097,37.780218599422305,,S
732,0,3,"Lidmbce, Mr. Iftmh",male,17.959926708337488,0,0,386881,5.788287603851072,,S
733,1,3,"Pcwwedl, Mrs. Snboh",female,45.0085881152634,0,0,647678,18.273767860789633,,S
734,1,3,"Gewkssg, Mr. Meltb",male,20.06234591034447,1,0,191612,16.485158062656062,,S
735,1,2,"Bmmirop, Miss. Wnwwk",female,,0,0,676618,30.175350988077795,,Q
736,0,3,"Rjfwflt, Mr. Jwlew",male,18.127820318088414,2,0,171082,11.397855035216889,,S
737,0,2,"Nhioshk, Mr. Wkomc",male,26.25090139609611,1,0,809002,11.74386610845645,,S
738,0,3,"Lldkfjo, Mr. Eoogs",male,,0,0,514496,14.239437726965713,,Q
739,0,2,"Gkhbeia, Mr. Cksji",male,39.62529259090408,0,0,329561,14.900289942211218,,S
740,1,2,"Dbtjrct, Mrs. Jhsji",female,,0,0,383181,22.29966711046411,,S
741,0,3,"Jntskkl, Mr. Ttosr",male,21.315300173095455,1,0,740956,2.5315733104339113,,C
742,1,2,"Meciwsw, Mrs. Hnsdr",female,13.964531408716255,1,0,219229,13.112961732310522,F,Q
743,1,3,"Anssfar, Miss. Paeol",female,32.20142740955932,0,0,533792,14.128518234132654,,S
744,0,3,"Cthllja, Miss. Lmwbd",female,20.25741997859139,2,0,521780,10.790723453838565,B,S
745,0,1,"Eisfgph, Mr. Wkinc",male,28.44652607999747,0,2,PC 95439,76.23785977060483,A,C
746,1,3,"Bnijjjt, Mr. Jekmw",male,,0,0,196342,12.341152653830681,,S
747,0,2,"Ncwmspf, Mr. Ctalo",male,24.10069769286691,2,0,867224,75.08337025526629,,S
748,1,3,"Agjgarl, Mrs. Rrhdo",female,24.28961710709677,1,0,452072,8.97272719423483,,S
749,1,3,"Tsnwicl, Miss. Pnctl",female,7.423637515672667,0,0,652375,5.532360532512855,,S
750,0,3,"Otonpjn, Mr. Rehtd",male,,1,0,603040,6.875897102523354,A,C
751,1,1,"Msstlaf, Mrs. Btcdk",female,56.95626799320132,4,0,PC 97829,77.7260723320225,A,C
752,0,3,"Ghmdfka, Mr. Cacdf",male,27.138089017233217,1,0,831573,4.6837984845274825,,S
753,0,3,"Rgjejlw, Mr. Bhwid",male,58.226707715531305,1,0,637091,10.241598475701545,,S
754,0,2,"Adbbrbd, Mr. Cgkli",male,,1,0,428905,18.37179829839267,C,S
755,0,1,"Lkapmff, Mrs. Tmsto",female,,0,0,PC 81310,154.04519694437826,,C
756,0,3,"Mdofail, Mr. Bcfpf",male,20.311217027101737,1,0,965011,2.958480681958232,,S
757,1,3,"Eretckb, Mrs. Kmatd",female,22.19785050898122,0,0,509379,32.54905145123106,,Q
758,1,3,"Tairjfc, Mrs. Ftagb",female,56.658103079447194,2,0,282957,7.553552594728497,,C
759,1,3,"Jlaprjl, Miss. Wowfc",female,23.066915472859918,0,0,317412,8.910982436559806,,S
760,0,3,"Jgdakte, Mr. Hhjjs",male,8.507543148457025,0,0,136764,3.466696492168844,,S
761,1,1,"Jmanbdt, Mr. Hbbni",male,37.025905075102834,0,1,PC 72126,103.6359192688975,,S
762,0,2,"Anpsccd, Mr. Kmsje",male,11.525009178106924,0,0,339066,11.214002770673238,,Q
763,0,2,"Oajggcg, Mr. Icroj",male,23.27721795416609,0,0,298296,17.655196301630077,,S
764,0,3,"Sgjjklm, Mr. Cemmh",male,23.396826480066768,5,1,409199,6.948797502784682,,C
765,1,1,"Wjiackg, Mrs. Nrtpi",female,37.373595469323625,4,0,PC 61599,106.11118396382702,B,S
766,0,3,"Htcibth, Mr. Sppji",male,31.680830066031227,0,0,969219,30.97152053868033,F,S
767,0,3,"Cippoir, Mr. Efjod",male,12.100424467290184,8,2,309112,17.569567468429778,,S
768,0,3,"Weamnbp, Mr. Hnsln",male,26.494561624286252,1,1,926152,3.0942110163483454,,S
769,0,2,"Tprmgce, Mr. Altjl",male,12.764680972394782,0,0,193120,79.00388779385165,,C
770,0,3,"Rkfdmwo, Mr. Orlnd",male,22.027433889964556,0,1,275556,4.3240981174930715,F,S
771,1,1,"Odhwrfp, Mr. Rtjel",male,29.608869086235533,2,1,PC 48852,136.40271163933855,,S
772,1,3,"Baehdte, Miss. Nbrfk",female,,0,0,637507,18.97885241424937,,S
773,0,1,"Sdtiedp, Mr. Pskrc",male,,2,1,PC 58865,56.56327512358288,,S
774,0,2,"Wiffkwc, Mrs. Pwrso",female,29.79306801497085,1,0,154457,20.050264640076904,,S
775,1,3,"Iopwcec, Miss. Ogsoh",female,21.118246937480475,1,0,190159,4.960044822022618,D,S
776,0,1,"Litlpaj, Mr. Bbdci",male,50.41425303376359,1,6,PC 46817,23.783946266072828,F,S
777,1,1,"Fobcekl, Miss. Jdkkk",female,28.888341841180516,0,1,PC 78993,71.26424001479602,,S
778,0,3,"Rhahosm, Mr. Icbff",male,,0,0,193391,2.7608656757957633,,C
779,1,3,"Fagaofe, Mrs. Wsmno",female,31.703518393054168,0,0,412544,9.568939894275434,,S
780,0,3,"Orefjid, Mr. Cwnfd",male,1.0,0,0,398402,7.345504893608163,,S
781,0,3,"Ecdtotp, Mrs. Hcwaw",female,10.181851435970906,0,0,836366,3.8254705299893277,,S
782,0,3,"Ecrgrmn, Mrs. Hneat",female,,1,0,280029,19.8306990700056,,S
783,1,2,"Bnecllg, Miss. Kacli",female,33.75221796167894,2,3,997898,26.407638914563204,,S
784,1,2,"Dekimro, Mrs. Ckmjt",female,,0,1,773641,17.93998962066275,,S
785,0,1,"Dtsbmph, Mr. Kahep",male,41.48850140399456,0,0,PC 87264,23.578586399216363,D,C
786,0,3,"Adolrlp, Mr. Ctrir",male,33.77921322590128,0,0,806691,18.655599294811854,,S
787,0,3,"Oecbaob, Mr. Kopfk",male,,0,0,276752,6.407359501127536,E,S
788,1,2,"Dhlnwme, Mr. Wflpn",male,19.538580558561044,0,0,765522,23.524981714222648,,S
789,0,3,"Mjsowld, Miss. Tmike",female,,1,0,325880,12.013142616686476,,Q
790,1,3,"Jiawcmf, Mr. Eastt",male,43.76680173879439,0,0,471021,18.610508468615812,,S
791,1,1,"Cmoroen, Miss. Serce",female,58.00763825971443,1,0,PC 61095,238.38745182550997,E,S
792,0,3,"Kfewmlt, Mr. Ngcwj",male,,0,0,373482,11.104282956033165,,S
793,0,3,"Cgwwnni, Miss. Ewido",female,35.77052284364554,2,0,843192,7.985752073593001,,S
794,0,3,"Psmgcfc, Mr. Cidrf",male,38.562637262049776,1,0,111675,5.873028485318995,,S
795,0,1,"Djgkhhe, Mrs. Lerjg",female,,4,0,PC 99606,9.377552930905122,,C
796,1,3,"Lojfmfb, Mrs. Dbtbp",female,16.07336721609299,2,0,382224,4.572126465354056,,S
797,0,3,"Hemftkp, Mr. Sftnm",male,17.173438120833932,3,0,343747,7.534535035477811,,S
798,0,3,"Wrttmmp, Mr. Rbjot",male,5.738860431472649,2,0,348585,8.622836026526256,,S
799,0,3,"Hsnwecj, Mrs. Cdgci",female,9.743065813911095,1,0,376080,8.437226342702763,,S
